entry,at,order
"""jin @ Uk6-7jEsDG"" collected 82.00 from pot with Two Pair, A's & 6's (combination: A♠, A♥, 6♠, 6♥, K♥)",2025-02-18T09:50:45.373Z,173987224537301
"""jin @ Uk6-7jEsDG"" shows a 8♠, A♠.",2025-02-18T09:50:45.373Z,173987224537300
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T09:50:44.501Z,173987224450100
"""jin @ Uk6-7jEsDG"" bets 0.50",2025-02-18T09:50:43.224Z,173987224322400
"River: A♥, 6♠, 9♣, K♥ [6♥]",2025-02-18T09:50:40.793Z,173987224079300
"""KY @ IWYeFfhEu_"" checks",2025-02-18T09:50:39.963Z,173987223996300
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T09:50:37.651Z,173987223765100
"Turn: A♥, 6♠, 9♣ [K♥]",2025-02-18T09:50:36.485Z,173987223648500
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:50:35.645Z,173987223564500
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:50:34.620Z,173987223462000
"""jin @ Uk6-7jEsDG"" calls 20.25",2025-02-18T09:50:33.652Z,173987223365200
"""KY @ IWYeFfhEu_"" bets 20.25",2025-02-18T09:50:31.049Z,173987223104900
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T09:50:27.360Z,173987222736000
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T09:50:24.281Z,173987222428100
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T09:50:21.065Z,173987222106500
"Flop:  [A♥, 6♠, 9♣]",2025-02-18T09:50:19.552Z,173987221955200
"""Willy2 @ zUTu1IIkMQ"" calls 10.00",2025-02-18T09:50:18.748Z,173987221874800
"""Rock @ 8Pd-BqyAXj"" calls 10.00",2025-02-18T09:50:17.697Z,173987221769700
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:50:14.554Z,173987221455400
"""jin @ Uk6-7jEsDG"" calls 10.00",2025-02-18T09:50:13.617Z,173987221361700
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:50:11.889Z,173987221188900
"""KY @ IWYeFfhEu_"" raises to 10.00",2025-02-18T09:50:10.213Z,173987221021300
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:50:00.997Z,173987220099700
"""Willy2 @ zUTu1IIkMQ"" calls 0.50",2025-02-18T09:49:58.123Z,173987219812300
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:49:53.128Z,173987219312800
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T09:49:52.152Z,173987219215200
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T09:49:51.249Z,173987219124900
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:49:49.403Z,173987218940300
"""danyo @ PzfvjptKMt"" posts a big blind of 0.50",2025-02-18T09:49:47.653Z,173987218765313
"""jin @ Uk6-7jEsDG"" posts a small blind of 0.25",2025-02-18T09:49:47.653Z,173987218765312
"Your hand is 2♣, 8♣",2025-02-18T09:49:47.653Z,173987218765305
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (337.48) | #2 ""Cal @ 3HPoJiXasc"" (772.86) | #3 ""Rock @ 8Pd-BqyAXj"" (1145.62) | #4 ""rondog @ UjXI8JaXcs"" (122.95) | #5 ""Que @ GRZ2bZkObS"" (319.24) | #6 ""Willy2 @ zUTu1IIkMQ"" (528.12) | #7 ""Eddy @ yNLyma14Bn"" (944.81) | #8 ""KY @ IWYeFfhEu_"" (274.69) | #9 ""jack @ Lo6f89i88q"" (591.55) | #10 ""jin @ Uk6-7jEsDG"" (786.13)",2025-02-18T09:49:47.653Z,173987218765301
"-- starting hand #131 (id: ej3yjwdo67al)  (No Limit Texas Hold'em) (dealer: ""jack @ Lo6f89i88q"") --",2025-02-18T09:49:47.653Z,173987218765300
"""Willy2 @ zUTu1IIkMQ"" shows a 5♣.",2025-02-18T09:49:45.975Z,173987218597500
"-- ending hand #130 --",2025-02-18T09:49:41.145Z,173987218114502
"""Que @ GRZ2bZkObS"" collected 48.11 from pot with Full House, 10's over 8's (combination: 10♦, 10♠, 10♣, 8♠, 8♣, 8♥)",2025-02-18T09:49:41.145Z,173987218114501
"""Que @ GRZ2bZkObS"" shows a 10♦, 5♦.",2025-02-18T09:49:41.145Z,173987218114500
"""KY @ IWYeFfhEu_"" calls 14.43",2025-02-18T09:49:40.249Z,173987218024900
"""Que @ GRZ2bZkObS"" bets 14.43",2025-02-18T09:49:39.007Z,173987217900700
"River: 8♠, 10♠, 10♣, 8♣ [8♥]",2025-02-18T09:49:31.427Z,173987217142700
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:49:30.617Z,173987217061700
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:49:29.568Z,173987216956800
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:49:28.335Z,173987216833500
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T09:49:26.657Z,173987216665700
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:49:24.378Z,173987216437800
"""Que @ GRZ2bZkObS"" bets 0.50",2025-02-18T09:49:22.741Z,173987216274100
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T09:49:18.836Z,173987215883600
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T09:49:16.889Z,173987215688900
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T09:49:13.735Z,173987215373500
"Turn: 8♠, 10♠, 10♣ [8♣]",2025-02-18T09:49:12.442Z,173987215244200
"""KY @ IWYeFfhEu_"" checks",2025-02-18T09:49:11.627Z,173987215162700
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T09:49:10.648Z,173987215064800
"""Que @ GRZ2bZkObS"" checks",2025-02-18T09:49:09.686Z,173987214968600
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T09:49:08.260Z,173987214826000
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T09:49:06.743Z,173987214674300
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T09:49:04.296Z,173987214429600
"Flop:  [8♠, 10♠, 10♣]",2025-02-18T09:49:03.031Z,173987214303100
"""Que @ GRZ2bZkObS"" calls 3.00",2025-02-18T09:49:02.142Z,173987214214200
"""Rock @ 8Pd-BqyAXj"" calls 3.00",2025-02-18T09:48:59.025Z,173987213902500
"""Cal @ 3HPoJiXasc"" calls 3.00",2025-02-18T09:48:58.090Z,173987213809000
"""jin @ Uk6-7jEsDG"" calls 3.00",2025-02-18T09:48:54.132Z,173987213413200
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:48:52.928Z,173987213292800
"""KY @ IWYeFfhEu_"" calls 3.00",2025-02-18T09:48:51.856Z,173987213185600
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:48:50.622Z,173987213062200
"""Willy2 @ zUTu1IIkMQ"" raises to 3.00",2025-02-18T09:48:45.528Z,173987212552800
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T09:48:38.205Z,173987211820500
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T09:48:37.145Z,173987211714500
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T09:48:36.224Z,173987211622400
"""Cal @ 3HPoJiXasc"" calls 0.50",2025-02-18T09:48:35.289Z,173987211528900
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:48:32.432Z,173987211243200
"""jin @ Uk6-7jEsDG"" posts a big blind of 0.50",2025-02-18T09:48:31.138Z,173987211113813
"""jack @ Lo6f89i88q"" posts a small blind of 0.25",2025-02-18T09:48:31.138Z,173987211113812
"Your hand is 4♥, 7♣",2025-02-18T09:48:31.138Z,173987211113805
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (337.48) | #2 ""Cal @ 3HPoJiXasc"" (775.86) | #3 ""Rock @ 8Pd-BqyAXj"" (1148.62) | #4 ""rondog @ UjXI8JaXcs"" (122.95) | #5 ""Que @ GRZ2bZkObS"" (289.06) | #6 ""Willy2 @ zUTu1IIkMQ"" (531.12) | #7 ""Eddy @ yNLyma14Bn"" (944.81) | #8 ""KY @ IWYeFfhEu_"" (292.62) | #9 ""jack @ Lo6f89i88q"" (591.80) | #10 ""jin @ Uk6-7jEsDG"" (789.13)",2025-02-18T09:48:31.138Z,173987211113801
"-- starting hand #130 (id: ah7bf1kqhzv9)  (No Limit Texas Hold'em) (dealer: ""KY @ IWYeFfhEu_"") --",2025-02-18T09:48:31.138Z,173987211113800
"""Willy2 @ zUTu1IIkMQ"" shows a K♠.",2025-02-18T09:48:26.789Z,173987210678900
"-- ending hand #129 --",2025-02-18T09:48:24.608Z,173987210460802
"""jack @ Lo6f89i88q"" collected 155.50 from pot with Four of a Kind, J's (combination: J♥, J♦, J♠, J♣, 10♦)",2025-02-18T09:48:24.608Z,173987210460801
"""jack @ Lo6f89i88q"" shows a 5♣, J♥.",2025-02-18T09:48:24.608Z,173987210460800
"""KY @ IWYeFfhEu_"" calls 69.00",2025-02-18T09:48:23.775Z,173987210377500
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:48:16.755Z,173987209675500
"""jack @ Lo6f89i88q"" raises to 69.00",2025-02-18T09:48:15.190Z,173987209519000
"""KY @ IWYeFfhEu_"" bets 8.75",2025-02-18T09:48:06.123Z,173987208612300
"River: J♦, 6♣, J♠, J♣ [10♦]",2025-02-18T09:48:02.934Z,173987208293400
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:48:02.094Z,173987208209400
"""jin @ Uk6-7jEsDG"" calls 3.50",2025-02-18T09:48:00.975Z,173987208097500
"""jack @ Lo6f89i88q"" calls 3.50",2025-02-18T09:47:59.697Z,173987207969700
"""KY @ IWYeFfhEu_"" bets 3.50",2025-02-18T09:47:54.411Z,173987207441100
"Turn: J♦, 6♣, J♠ [J♣]",2025-02-18T09:47:49.951Z,173987206995100
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:47:49.147Z,173987206914700
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T09:47:48.212Z,173987206821200
"""Rock @ 8Pd-BqyAXj"" calls 1.00",2025-02-18T09:47:47.263Z,173987206726300
"""jin @ Uk6-7jEsDG"" calls 1.00",2025-02-18T09:47:46.323Z,173987206632300
"""jack @ Lo6f89i88q"" calls 1.00",2025-02-18T09:47:44.833Z,173987206483300
"""KY @ IWYeFfhEu_"" bets 1.00",2025-02-18T09:47:42.574Z,173987206257400
"Flop:  [J♦, 6♣, J♠]",2025-02-18T09:47:34.577Z,173987205457700
"""jack @ Lo6f89i88q"" checks",2025-02-18T09:47:33.732Z,173987205373200
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T09:47:27.896Z,173987204789600
"""Eddy @ yNLyma14Bn"" calls 0.50",2025-02-18T09:47:26.982Z,173987204698200
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:47:25.362Z,173987204536200
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:47:04.482Z,173987202448200
"""rondog @ UjXI8JaXcs"" calls 0.50",2025-02-18T09:46:58.084Z,173987201808400
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T09:46:56.820Z,173987201682000
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:46:55.837Z,173987201583700
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:46:54.934Z,173987201493400
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T09:46:54.011Z,173987201401100
"""jack @ Lo6f89i88q"" posts a big blind of 0.50",2025-02-18T09:46:52.911Z,173987201291113
"""KY @ IWYeFfhEu_"" posts a small blind of 0.25",2025-02-18T09:46:52.911Z,173987201291112
"Your hand is K♥, 9♦",2025-02-18T09:46:52.911Z,173987201291105
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (337.48) | #2 ""Cal @ 3HPoJiXasc"" (775.86) | #3 ""Rock @ 8Pd-BqyAXj"" (1150.12) | #4 ""rondog @ UjXI8JaXcs"" (123.45) | #5 ""Que @ GRZ2bZkObS"" (289.06) | #6 ""Willy2 @ zUTu1IIkMQ"" (531.12) | #7 ""Eddy @ yNLyma14Bn"" (945.31) | #8 ""KY @ IWYeFfhEu_"" (366.62) | #9 ""jack @ Lo6f89i88q"" (510.30) | #10 ""jin @ Uk6-7jEsDG"" (794.13)",2025-02-18T09:46:52.911Z,173987201291101
"-- starting hand #129 (id: dpsn7mzyudfb)  (No Limit Texas Hold'em) (dealer: ""Eddy @ yNLyma14Bn"") --",2025-02-18T09:46:52.911Z,173987201291100
"-- ending hand #128 --",2025-02-18T09:46:46.881Z,173987200688102
"""KY @ IWYeFfhEu_"" collected 262.96 from pot with Two Pair, A's & 10's (combination: A♣, A♥, 10♥, 10♠, J♣)",2025-02-18T09:46:46.881Z,173987200688101
"""KY @ IWYeFfhEu_"" shows a A♣, 9♠.",2025-02-18T09:46:46.881Z,173987200688100
"""Rock @ 8Pd-BqyAXj"" calls 65.74",2025-02-18T09:46:46.058Z,173987200605800
"""KY @ IWYeFfhEu_"" bets 65.74",2025-02-18T09:46:40.610Z,173987200061000
"River: A♥, 7♠, 10♥, 10♠ [J♣]",2025-02-18T09:46:36.268Z,173987199626800
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T09:46:35.456Z,173987199545600
"""KY @ IWYeFfhEu_"" checks",2025-02-18T09:46:31.722Z,173987199172200
"Turn: A♥, 7♠, 10♥ [10♠]",2025-02-18T09:46:29.294Z,173987198929400
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:46:28.473Z,173987198847300
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:46:27.567Z,173987198756700
"""KY @ IWYeFfhEu_"" calls 27.99",2025-02-18T09:46:26.426Z,173987198642600
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:46:23.992Z,173987198399200
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:46:23.079Z,173987198307900
"""Rock @ 8Pd-BqyAXj"" bets 27.99",2025-02-18T09:46:20.352Z,173987198035200
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T09:46:16.908Z,173987197690800
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T09:46:15.050Z,173987197505000
"""KY @ IWYeFfhEu_"" checks",2025-02-18T09:46:13.988Z,173987197398800
"""Eddy @ yNLyma14Bn"" checks",2025-02-18T09:46:09.975Z,173987196997500
"Flop:  [A♥, 7♠, 10♥]",2025-02-18T09:46:07.135Z,173987196713500
"""Cal @ 3HPoJiXasc"" calls 12.00",2025-02-18T09:46:06.326Z,173987196632600
"""jin @ Uk6-7jEsDG"" calls 12.00",2025-02-18T09:46:02.365Z,173987196236500
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:46:01.013Z,173987196101300
"""KY @ IWYeFfhEu_"" calls 12.00",2025-02-18T09:45:59.411Z,173987195941100
"""Eddy @ yNLyma14Bn"" calls 12.00",2025-02-18T09:45:58.412Z,173987195841200
"""Willy2 @ zUTu1IIkMQ"" calls 12.00",2025-02-18T09:45:55.094Z,173987195509400
"""Rock @ 8Pd-BqyAXj"" raises to 12.00",2025-02-18T09:45:37.997Z,173987193799700
"""Cal @ 3HPoJiXasc"" calls 3.50",2025-02-18T09:45:33.317Z,173987193331700
"""jin @ Uk6-7jEsDG"" calls 3.50",2025-02-18T09:45:30.401Z,173987193040100
"""jack @ Lo6f89i88q"" calls 3.50",2025-02-18T09:45:29.084Z,173987192908400
"""KY @ IWYeFfhEu_"" calls 3.50",2025-02-18T09:45:25.106Z,173987192510600
"""Eddy @ yNLyma14Bn"" calls 3.50",2025-02-18T09:45:24.061Z,173987192406100
"""Willy2 @ zUTu1IIkMQ"" raises to 3.50",2025-02-18T09:45:22.249Z,173987192224900
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:45:14.530Z,173987191453000
"""rondog @ UjXI8JaXcs"" folds",2025-02-18T09:45:13.580Z,173987191358000
"""Rock @ 8Pd-BqyAXj"" calls 1.00",2025-02-18T09:45:12.660Z,173987191266000
"""Cal @ 3HPoJiXasc"" calls 1.00",2025-02-18T09:45:11.720Z,173987191172000
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:45:06.796Z,173987190679600
"""jin @ Uk6-7jEsDG"" calls 1.00",2025-02-18T09:45:05.879Z,173987190587900
"""jack @ Lo6f89i88q"" posts a straddle of 1.00",2025-02-18T09:45:04.692Z,173987190469215
"""KY @ IWYeFfhEu_"" posts a big blind of 0.50",2025-02-18T09:45:04.692Z,173987190469214
"""Eddy @ yNLyma14Bn"" posts a small blind of 0.25",2025-02-18T09:45:04.692Z,173987190469213
"Your hand is 3♠, 6♠",2025-02-18T09:45:04.692Z,173987190469206
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (337.48) | #2 ""Cal @ 3HPoJiXasc"" (787.86) | #3 ""Rock @ 8Pd-BqyAXj"" (1255.85) | #4 ""rondog @ UjXI8JaXcs"" (123.45) | #5 ""Que @ GRZ2bZkObS"" (289.06) | #6 ""Willy2 @ zUTu1IIkMQ"" (543.12) | #7 ""Eddy @ yNLyma14Bn"" (957.31) | #8 ""KY @ IWYeFfhEu_"" (209.39) | #9 ""jack @ Lo6f89i88q"" (513.80) | #10 ""jin @ Uk6-7jEsDG"" (806.13)",2025-02-18T09:45:04.692Z,173987190469202
"-- starting hand #128 (id: zuim04lsxppp)  (No Limit Texas Hold'em) (dealer: ""Willy2 @ zUTu1IIkMQ"") --",2025-02-18T09:45:04.692Z,173987190469201
"The player ""rondog @ UjXI8JaXcs"" joined the game with a stack of 123.45.",2025-02-18T09:45:04.692Z,173987190469200
"-- ending hand #127 --",2025-02-18T09:44:58.671Z,173987189867102
"""Cal @ 3HPoJiXasc"" collected 156.48 from pot with Full House, 9's over 8's (combination: 9♣, 9♥, 9♦, 8♥, 8♦)",2025-02-18T09:44:58.671Z,173987189867101
"""Cal @ 3HPoJiXasc"" shows a 9♣, 9♥.",2025-02-18T09:44:58.671Z,173987189867100
"""Rock @ 8Pd-BqyAXj"" calls 50.00",2025-02-18T09:44:57.842Z,173987189784200
"""Cal @ 3HPoJiXasc"" bets 50.00",2025-02-18T09:44:35.776Z,173987187577600
"The admin approved the player ""rondog @ UjXI8JaXcs"" participation with a stack of 123.45.",2025-02-18T09:44:35.755Z,173987187575500
"The player ""rondog @ UjXI8JaXcs"" requested a seat.",2025-02-18T09:44:27.948Z,173987186794800
"River: 8♥, 4♦, 6♦, 9♦ [8♦]",2025-02-18T09:44:25.233Z,173987186523300
"""Cal @ 3HPoJiXasc"" calls 13.99",2025-02-18T09:44:24.416Z,173987186441600
"""Rock @ 8Pd-BqyAXj"" bets 13.99",2025-02-18T09:44:20.657Z,173987186065700
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T09:44:16.870Z,173987185687000
"Turn: 8♥, 4♦, 6♦ [9♦]",2025-02-18T09:44:10.669Z,173987185066900
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:44:09.824Z,173987184982400
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:44:08.566Z,173987184856600
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:44:07.482Z,173987184748200
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:44:06.468Z,173987184646800
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:44:00.888Z,173987184088800
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:43:59.860Z,173987183986000
"""Rock @ 8Pd-BqyAXj"" calls 10.00",2025-02-18T09:43:58.902Z,173987183890200
"""Cal @ 3HPoJiXasc"" raises to 10.00",2025-02-18T09:43:56.641Z,173987183664100
"""jin @ Uk6-7jEsDG"" calls 1.50",2025-02-18T09:43:49.323Z,173987182932300
"""jack @ Lo6f89i88q"" calls 1.50",2025-02-18T09:43:48.045Z,173987182804500
"""KY @ IWYeFfhEu_"" bets 1.50",2025-02-18T09:43:29.477Z,173987180947700
"""Eddy @ yNLyma14Bn"" checks",2025-02-18T09:43:24.022Z,173987180402200
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T09:43:17.483Z,173987179748300
"Flop:  [8♥, 4♦, 6♦]",2025-02-18T09:43:15.401Z,173987179540100
"""Eddy @ yNLyma14Bn"" checks",2025-02-18T09:43:14.580Z,173987179458000
"""Willy2 @ zUTu1IIkMQ"" calls 0.50",2025-02-18T09:43:13.598Z,173987179359800
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T09:43:07.916Z,173987178791600
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T09:43:06.979Z,173987178697900
"""Cal @ 3HPoJiXasc"" calls 0.50",2025-02-18T09:43:05.998Z,173987178599800
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:43:02.889Z,173987178288900
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T09:43:01.943Z,173987178194300
"""jack @ Lo6f89i88q"" calls 0.50",2025-02-18T09:43:00.055Z,173987178005500
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T09:42:38.069Z,173987175806900
"""Eddy @ yNLyma14Bn"" posts a big blind of 0.50",2025-02-18T09:42:34.212Z,173987175421212
"""Willy2 @ zUTu1IIkMQ"" posts a small blind of 0.25",2025-02-18T09:42:34.212Z,173987175421211
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (337.48) | #2 ""Cal @ 3HPoJiXasc"" (705.87) | #3 ""Rock @ 8Pd-BqyAXj"" (1330.34) | #5 ""Que @ GRZ2bZkObS"" (289.56) | #6 ""Willy2 @ zUTu1IIkMQ"" (543.62) | #7 ""Eddy @ yNLyma14Bn"" (957.81) | #8 ""KY @ IWYeFfhEu_"" (211.39) | #9 ""jack @ Lo6f89i88q"" (515.80) | #10 ""jin @ Uk6-7jEsDG"" (808.13)",2025-02-18T09:42:34.212Z,173987175421201
