entry,at,order
"-- starting hand #40 (id: om34sao7s6hz)  (No Limit Texas Hold'em) (dealer: ""jin @ Uk6-7jEsDG"") --",2025-02-18T07:48:12.356Z,173986489235600
"""jack @ Lo6f89i88q"" shows a 8♠.",2025-02-18T07:48:05.549Z,173986488554900
"""Willy2 @ zUTu1IIkMQ"" shows a 2♠.",2025-02-18T07:48:04.590Z,173986488459000
"-- ending hand #39 --",2025-02-18T07:48:03.336Z,173986488333602
"""danyo @ PzfvjptKMt"" collected 123.98 from pot with Pair, Q's on the second run  (combination: Q♣, Q♥, 9♣, 7♦, 6♥)",2025-02-18T07:48:03.336Z,173986488333601
"""danyo @ PzfvjptKMt"" collected 123.98 from pot with Pair, Q's (combination: Q♣, Q♥, 9♣, 7♦, 6♥)",2025-02-18T07:48:03.336Z,173986488333600
"River (second run): 4♣, 6♥, 9♣, 7♦ [3♠]",2025-02-18T07:47:59.319Z,173986487931900
"River: 4♣, 6♥, 9♣, 7♦ [5♠]",2025-02-18T07:47:55.314Z,173986487531400
"""Eddy @ yNLyma14Bn"" shows a J♣, J♥.",2025-02-18T07:47:51.309Z,173986487130902
"""danyo @ PzfvjptKMt"" shows a Q♣, Q♥.",2025-02-18T07:47:51.309Z,173986487130901
"Uncalled bet of 74.05 returned to ""Eddy @ yNLyma14Bn""",2025-02-18T07:47:51.309Z,173986487130900
"All players in hand choose to run it twice.",2025-02-18T07:47:50.503Z,173986487050301
"""Eddy @ yNLyma14Bn"" chooses to  run it twice.",2025-02-18T07:47:50.503Z,173986487050300
"""danyo @ PzfvjptKMt"" chooses to  run it twice.",2025-02-18T07:47:48.275Z,173986486827500
"Remaining players decide whether to run it twice.",2025-02-18T07:47:46.752Z,173986486675201
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T07:47:46.752Z,173986486675200
"""Eddy @ yNLyma14Bn"" raises to 139.03",2025-02-18T07:47:45.230Z,173986486523000
"""danyo @ PzfvjptKMt"" bets 64.98 and go all in",2025-02-18T07:47:36.843Z,173986485684300
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:47:33.456Z,173986485345600
"Turn: 4♣, 6♥, 9♣ [7♦]",2025-02-18T07:47:32.458Z,173986485245800
"""jin @ Uk6-7jEsDG"" calls 20.00",2025-02-18T07:47:31.622Z,173986485162200
"""Eddy @ yNLyma14Bn"" calls 20.00",2025-02-18T07:47:30.060Z,173986485006000
"""danyo @ PzfvjptKMt"" bets 20.00",2025-02-18T07:47:27.429Z,173986484742900
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:47:22.993Z,173986484299300
"Flop:  [4♣, 6♥, 9♣]",2025-02-18T07:47:21.379Z,173986484137900
"""jin @ Uk6-7jEsDG"" calls 18.00",2025-02-18T07:47:20.572Z,173986484057200
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:47:19.078Z,173986483907800
"""Eddy @ yNLyma14Bn"" calls 18.00",2025-02-18T07:47:14.317Z,173986483431700
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:47:09.804Z,173986482980400
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T07:47:08.866Z,173986482886600
"""danyo @ PzfvjptKMt"" raises to 18.00",2025-02-18T07:47:05.848Z,173986482584800
"""jin @ Uk6-7jEsDG"" calls 3.00",2025-02-18T07:46:59.391Z,173986481939100
"""jack @ Lo6f89i88q"" calls 3.00",2025-02-18T07:46:58.278Z,173986481827800
"""Eddy @ yNLyma14Bn"" raises to 3.00",2025-02-18T07:46:55.090Z,173986481509000
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T07:46:52.640Z,173986481264000
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T07:46:51.550Z,173986481155000
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T07:46:50.622Z,173986481062200
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:46:49.575Z,173986480957500
"""danyo @ PzfvjptKMt"" posts a big blind of 0.50",2025-02-18T07:46:47.668Z,173986480766811
"""jin @ Uk6-7jEsDG"" posts a small blind of 0.25",2025-02-18T07:46:47.668Z,173986480766810
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (102.98) | #2 ""Cal @ 3HPoJiXasc"" (307.89) | #3 ""Rock @ 8Pd-BqyAXj"" (473.81) | #4 ""Que @ GRZ2bZkObS"" (30.52) | #6 ""Willy2 @ zUTu1IIkMQ"" (125.11) | #7 ""Eddy @ yNLyma14Bn"" (321.87) | #9 ""jack @ Lo6f89i88q"" (260.79) | #10 ""jin @ Uk6-7jEsDG"" (177.03)",2025-02-18T07:46:47.668Z,173986480766801
"-- starting hand #39 (id: lmjnj47u2zd3)  (No Limit Texas Hold'em) (dealer: ""jack @ Lo6f89i88q"") --",2025-02-18T07:46:47.668Z,173986480766800
"""Willy2 @ zUTu1IIkMQ"" shows a 9♠.",2025-02-18T07:46:43.174Z,173986480317400
"-- ending hand #38 --",2025-02-18T07:46:41.042Z,173986480104202
"""Willy2 @ zUTu1IIkMQ"" collected 50.20 from pot",2025-02-18T07:46:41.042Z,173986480104201
"Uncalled bet of 35.99 returned to ""Willy2 @ zUTu1IIkMQ""",2025-02-18T07:46:41.042Z,173986480104200
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:46:40.216Z,173986480021600
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T07:46:38.888Z,173986479888800
"""Willy2 @ zUTu1IIkMQ"" bets 35.99",2025-02-18T07:46:36.936Z,173986479693600
"""Que @ GRZ2bZkObS"" checks",2025-02-18T07:46:27.960Z,173986478796000
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:46:26.030Z,173986478603000
"Turn: A♦, Q♠, 8♦ [3♠]",2025-02-18T07:46:24.921Z,173986478492100
"""Que @ GRZ2bZkObS"" calls 10.00",2025-02-18T07:46:24.049Z,173986478404900
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T07:46:23.034Z,173986478303400
"""jin @ Uk6-7jEsDG"" calls 10.00",2025-02-18T07:46:21.641Z,173986478164100
"""Willy2 @ zUTu1IIkMQ"" bets 10.00",2025-02-18T07:46:19.822Z,173986477982200
"""Que @ GRZ2bZkObS"" checks",2025-02-18T07:46:07.554Z,173986476755400
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T07:46:06.625Z,173986476662500
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:46:03.066Z,173986476306600
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:45:58.766Z,173986475876600
"Flop:  [A♦, Q♠, 8♦]",2025-02-18T07:45:57.072Z,173986475707200
"""Cal @ 3HPoJiXasc"" calls 3.99",2025-02-18T07:45:56.259Z,173986475625900
"""jin @ Uk6-7jEsDG"" calls 3.99",2025-02-18T07:45:54.469Z,173986475446900
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:45:53.273Z,173986475327300
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T07:45:52.203Z,173986475220300
"""Willy2 @ zUTu1IIkMQ"" calls 3.99",2025-02-18T07:45:49.217Z,173986474921700
"""Que @ GRZ2bZkObS"" calls 3.99",2025-02-18T07:45:47.958Z,173986474795800
"""Rock @ 8Pd-BqyAXj"" raises to 3.99",2025-02-18T07:45:46.534Z,173986474653400
"""Cal @ 3HPoJiXasc"" calls 0.50",2025-02-18T07:45:42.618Z,173986474261800
"""danyo @ PzfvjptKMt"" folds",2025-02-18T07:45:36.712Z,173986473671200
"""jin @ Uk6-7jEsDG"" posts a big blind of 0.50",2025-02-18T07:45:34.828Z,173986473482811
"""jack @ Lo6f89i88q"" posts a small blind of 0.25",2025-02-18T07:45:34.828Z,173986473482810
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (102.98) | #2 ""Cal @ 3HPoJiXasc"" (311.88) | #3 ""Rock @ 8Pd-BqyAXj"" (477.80) | #4 ""Que @ GRZ2bZkObS"" (44.51) | #6 ""Willy2 @ zUTu1IIkMQ"" (88.90) | #7 ""Eddy @ yNLyma14Bn"" (321.87) | #9 ""jack @ Lo6f89i88q"" (261.04) | #10 ""jin @ Uk6-7jEsDG"" (191.02)",2025-02-18T07:45:34.828Z,173986473482801
"-- starting hand #38 (id: yj1n68ehtfjt)  (No Limit Texas Hold'em) (dealer: ""Eddy @ yNLyma14Bn"") --",2025-02-18T07:45:34.828Z,173986473482800
"-- ending hand #37 --",2025-02-18T07:45:28.807Z,173986472880704
"""Willy2 @ zUTu1IIkMQ"" collected 27.36 from pot with Straight, 5 High (combination: 5♣, 4♦, 3♥, 2♠, A♠)",2025-02-18T07:45:28.807Z,173986472880703
"""Willy2 @ zUTu1IIkMQ"" shows a 7♥, 10♠.",2025-02-18T07:45:28.807Z,173986472880702
"""Rock @ 8Pd-BqyAXj"" collected 27.37 from pot with Straight, 5 High (combination: 5♣, 4♦, 3♠, 2♠, A♠)",2025-02-18T07:45:28.807Z,173986472880701
"""Rock @ 8Pd-BqyAXj"" shows a 9♠, 3♠.",2025-02-18T07:45:28.807Z,173986472880700
"""danyo @ PzfvjptKMt"" folds",2025-02-18T07:45:27.975Z,173986472797500
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T07:45:25.598Z,173986472559800
"""Willy2 @ zUTu1IIkMQ"" calls 12.99",2025-02-18T07:45:23.452Z,173986472345200
"""Rock @ 8Pd-BqyAXj"" bets 12.99",2025-02-18T07:45:22.000Z,173986472200000
"""danyo @ PzfvjptKMt"" checks",2025-02-18T07:45:13.604Z,173986471360400
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:45:11.217Z,173986471121700
"River: 3♥, 5♣, 4♦, A♠ [2♠]",2025-02-18T07:45:09.461Z,173986470946100
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T07:45:08.595Z,173986470859500
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T07:45:07.612Z,173986470761200
"""danyo @ PzfvjptKMt"" checks",2025-02-18T07:45:04.454Z,173986470445400
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:45:00.666Z,173986470066600
"Turn: 3♥, 5♣, 4♦ [A♠]",2025-02-18T07:44:58.758Z,173986469875800
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T07:44:57.928Z,173986469792800
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T07:44:53.523Z,173986469352300
"""danyo @ PzfvjptKMt"" checks",2025-02-18T07:44:51.936Z,173986469193600
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:44:50.048Z,173986469004800
"Flop:  [3♥, 5♣, 4♦]",2025-02-18T07:44:48.341Z,173986468834100
"""Rock @ 8Pd-BqyAXj"" calls 7.00",2025-02-18T07:44:47.530Z,173986468753000
"""danyo @ PzfvjptKMt"" calls 7.00",2025-02-18T07:44:45.607Z,173986468560700
"""jin @ Uk6-7jEsDG"" calls 7.00",2025-02-18T07:44:43.996Z,173986468399600
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:44:42.534Z,173986468253400
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T07:44:40.476Z,173986468047600
"""Willy2 @ zUTu1IIkMQ"" raises to 7.00",2025-02-18T07:44:39.572Z,173986467957200
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:44:29.181Z,173986466918100
"""Rock @ 8Pd-BqyAXj"" calls 1.75",2025-02-18T07:44:28.236Z,173986466823600
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:44:25.684Z,173986466568400
"""danyo @ PzfvjptKMt"" calls 1.75",2025-02-18T07:44:24.793Z,173986466479300
"""jin @ Uk6-7jEsDG"" raises to 1.75",2025-02-18T07:44:22.899Z,173986466289900
"""jack @ Lo6f89i88q"" posts a big blind of 0.50",2025-02-18T07:44:20.891Z,173986466089111
"""Eddy @ yNLyma14Bn"" posts a small blind of 0.25",2025-02-18T07:44:20.891Z,173986466089110
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (109.98) | #2 ""Cal @ 3HPoJiXasc"" (311.88) | #3 ""Rock @ 8Pd-BqyAXj"" (470.42) | #4 ""Que @ GRZ2bZkObS"" (44.51) | #6 ""Willy2 @ zUTu1IIkMQ"" (81.53) | #7 ""Eddy @ yNLyma14Bn"" (322.12) | #9 ""jack @ Lo6f89i88q"" (261.54) | #10 ""jin @ Uk6-7jEsDG"" (198.02)",2025-02-18T07:44:20.891Z,173986466089101
"-- starting hand #37 (id: 3lysqdj1zc3n)  (No Limit Texas Hold'em) (dealer: ""Willy2 @ zUTu1IIkMQ"") --",2025-02-18T07:44:20.891Z,173986466089100
"""Cal @ 3HPoJiXasc"" shows a 9♦, 2♣.",2025-02-18T07:44:18.298Z,173986465829800
"""Eddy @ yNLyma14Bn"" shows a 3♥.",2025-02-18T07:44:17.039Z,173986465703900
"""Willy2 @ zUTu1IIkMQ"" shows a 2♠.",2025-02-18T07:44:15.542Z,173986465554200
"-- ending hand #36 --",2025-02-18T07:44:12.878Z,173986465287802
"""Eddy @ yNLyma14Bn"" collected 24.95 from pot",2025-02-18T07:44:12.878Z,173986465287801
"Uncalled bet of 6.00 returned to ""Eddy @ yNLyma14Bn""",2025-02-18T07:44:12.878Z,173986465287800
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T07:44:12.073Z,173986465207300
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T07:44:11.069Z,173986465106900
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T07:44:10.092Z,173986465009200
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:44:06.373Z,173986464637300
"""Eddy @ yNLyma14Bn"" bets 6.00",2025-02-18T07:44:02.541Z,173986464254100
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T07:43:58.714Z,173986463871400
"Flop:  [6♣, 6♥, 6♠]",2025-02-18T07:43:56.716Z,173986463671600
"""Willy2 @ zUTu1IIkMQ"" calls 4.99",2025-02-18T07:43:55.899Z,173986463589900
"""Rock @ 8Pd-BqyAXj"" calls 4.99",2025-02-18T07:43:54.840Z,173986463484000
"""jin @ Uk6-7jEsDG"" calls 4.99",2025-02-18T07:43:52.650Z,173986463265000
"""jack @ Lo6f89i88q"" calls 4.99",2025-02-18T07:43:51.063Z,173986463106300
"""Eddy @ yNLyma14Bn"" raises to 4.99",2025-02-18T07:43:48.427Z,173986462842700
"""Willy2 @ zUTu1IIkMQ"" calls 1.00",2025-02-18T07:43:45.777Z,173986462577700
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:43:44.773Z,173986462477300
"""Rock @ 8Pd-BqyAXj"" calls 1.00",2025-02-18T07:43:43.784Z,173986462378400
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:43:35.847Z,173986461584700
"""danyo @ PzfvjptKMt"" folds",2025-02-18T07:43:34.902Z,173986461490200
"""jin @ Uk6-7jEsDG"" calls 1.00",2025-02-18T07:43:33.976Z,173986461397600
"""jack @ Lo6f89i88q"" posts a straddle of 1.00",2025-02-18T07:43:28.900Z,173986460890012
"""Eddy @ yNLyma14Bn"" posts a big blind of 0.50",2025-02-18T07:43:28.900Z,173986460890011
"""Willy2 @ zUTu1IIkMQ"" posts a small blind of 0.25",2025-02-18T07:43:28.900Z,173986460890010
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (109.98) | #2 ""Cal @ 3HPoJiXasc"" (311.88) | #3 ""Rock @ 8Pd-BqyAXj"" (475.41) | #4 ""Que @ GRZ2bZkObS"" (44.51) | #6 ""Willy2 @ zUTu1IIkMQ"" (86.52) | #7 ""Eddy @ yNLyma14Bn"" (302.16) | #9 ""jack @ Lo6f89i88q"" (266.53) | #10 ""jin @ Uk6-7jEsDG"" (203.01)",2025-02-18T07:43:28.900Z,173986460890001
"-- starting hand #36 (id: gjp3fjxcamga)  (No Limit Texas Hold'em) (dealer: ""Que @ GRZ2bZkObS"") --",2025-02-18T07:43:28.900Z,173986460890000
"""Willy2 @ zUTu1IIkMQ"" shows a 6♥.",2025-02-18T07:43:25.988Z,173986460598800
"-- ending hand #35 --",2025-02-18T07:43:22.282Z,173986460228202
"""Rock @ 8Pd-BqyAXj"" collected 49.19 from pot",2025-02-18T07:43:22.282Z,173986460228201
"Uncalled bet of 69.99 returned to ""Rock @ 8Pd-BqyAXj""",2025-02-18T07:43:22.282Z,173986460228200
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T07:43:21.440Z,173986460144000
"""Rock @ 8Pd-BqyAXj"" bets 69.99",2025-02-18T07:43:18.927Z,173986459892700
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T07:43:13.059Z,173986459305900
"Turn: 7♠, 9♦, 5♦ [7♣]",2025-02-18T07:43:07.580Z,173986458758000
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T07:43:06.756Z,173986458675600
"""Willy2 @ zUTu1IIkMQ"" calls 13.99",2025-02-18T07:43:05.144Z,173986458514400
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:43:01.267Z,173986458126700
"""Rock @ 8Pd-BqyAXj"" bets 13.99",2025-02-18T07:43:00.110Z,173986458011000
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T07:42:56.042Z,173986457604200
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T07:42:49.558Z,173986456955800
"""Que @ GRZ2bZkObS"" checks",2025-02-18T07:42:46.574Z,173986456657400
"Flop:  [7♠, 9♦, 5♦]",2025-02-18T07:42:44.717Z,173986456471700
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:42:43.909Z,173986456390900
"""danyo @ PzfvjptKMt"" folds",2025-02-18T07:42:41.275Z,173986456127500
"""jin @ Uk6-7jEsDG"" calls 4.99",2025-02-18T07:42:37.592Z,173986455759200
"""Willy2 @ zUTu1IIkMQ"" calls 4.99",2025-02-18T07:42:33.666Z,173986455366600
"""Que @ GRZ2bZkObS"" calls 4.99",2025-02-18T07:42:28.888Z,173986454888800
"""Rock @ 8Pd-BqyAXj"" raises to 4.99",2025-02-18T07:42:27.552Z,173986454755200
"""Cal @ 3HPoJiXasc"" calls 0.50",2025-02-18T07:42:20.249Z,173986454024900
"""danyo @ PzfvjptKMt"" calls 0.50",2025-02-18T07:42:18.564Z,173986453856400
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T07:42:15.370Z,173986453537000
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:42:13.734Z,173986453373400
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T07:42:12.637Z,173986453263700
"""jin @ Uk6-7jEsDG"" posts a missing small blind of 0.25",2025-02-18T07:42:11.210Z,173986453121013
"""Willy2 @ zUTu1IIkMQ"" posts a big blind of 0.50",2025-02-18T07:42:11.210Z,173986453121012
"""Que @ GRZ2bZkObS"" posts a small blind of 0.25",2025-02-18T07:42:11.210Z,173986453121011
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (110.48) | #2 ""Cal @ 3HPoJiXasc"" (312.38) | #3 ""Rock @ 8Pd-BqyAXj"" (445.20) | #4 ""Que @ GRZ2bZkObS"" (49.50) | #6 ""Willy2 @ zUTu1IIkMQ"" (105.50) | #7 ""Eddy @ yNLyma14Bn"" (302.16) | #9 ""jack @ Lo6f89i88q"" (266.53) | #10 ""jin @ Uk6-7jEsDG"" (208.25)",2025-02-18T07:42:11.210Z,173986453121002
"-- starting hand #35 (id: vjdxommqaemf)  (No Limit Texas Hold'em) (dealer: ""Rock @ 8Pd-BqyAXj"") --",2025-02-18T07:42:11.210Z,173986453121001
"The player ""jin @ Uk6-7jEsDG"" joined the game with a stack of 208.25.",2025-02-18T07:42:11.210Z,173986453121000
"-- ending hand #34 --",2025-02-18T07:42:05.286Z,173986452528602
"""Willy2 @ zUTu1IIkMQ"" collected 9.00 from pot",2025-02-18T07:42:05.286Z,173986452528601
"Uncalled bet of 6.00 returned to ""Willy2 @ zUTu1IIkMQ""",2025-02-18T07:42:05.286Z,173986452528600
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:42:04.469Z,173986452446900
"""Willy2 @ zUTu1IIkMQ"" bets 6.00",2025-02-18T07:42:01.482Z,173986452148200
"Turn: 10♥, 2♦, 2♠ [J♦]",2025-02-18T07:41:48.875Z,173986450887500
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T07:41:48.038Z,173986450803800
"""jack @ Lo6f89i88q"" calls 2.00",2025-02-18T07:41:46.995Z,173986450699500
"""Willy2 @ zUTu1IIkMQ"" bets 2.00",2025-02-18T07:41:44.905Z,173986450490500
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T07:41:36.939Z,173986449693900
"Flop:  [10♥, 2♦, 2♠]",2025-02-18T07:41:34.822Z,173986449482200
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:41:34.007Z,173986449400700
"""Rock @ 8Pd-BqyAXj"" calls 1.50",2025-02-18T07:41:33.068Z,173986449306800
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:41:30.926Z,173986449092600
"""danyo @ PzfvjptKMt"" folds",2025-02-18T07:41:28.306Z,173986448830600
"The player ""jin @ Uk6-7jEsDG"" sit back with the stack of 208.25.",2025-02-18T07:41:26.031Z,173986448603100
"""jack @ Lo6f89i88q"" calls 1.50",2025-02-18T07:41:23.349Z,173986448334900
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T07:41:21.608Z,173986448160800
"""Willy2 @ zUTu1IIkMQ"" raises to 1.50",2025-02-18T07:41:20.698Z,173986448069800
"""Que @ GRZ2bZkObS"" posts a big blind of 0.50",2025-02-18T07:41:14.154Z,173986447415410
"""Rock @ 8Pd-BqyAXj"" posts a small blind of 0.25",2025-02-18T07:41:14.154Z,173986447415409
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (110.48) | #2 ""Cal @ 3HPoJiXasc"" (312.38) | #3 ""Rock @ 8Pd-BqyAXj"" (446.70) | #4 ""Que @ GRZ2bZkObS"" (50.00) | #6 ""Willy2 @ zUTu1IIkMQ"" (100.00) | #7 ""Eddy @ yNLyma14Bn"" (302.16) | #9 ""jack @ Lo6f89i88q"" (270.03)",2025-02-18T07:41:14.154Z,173986447415401
"-- starting hand #34 (id: fgymytkbazpz)  (No Limit Texas Hold'em) (dealer: ""Cal @ 3HPoJiXasc"") --",2025-02-18T07:41:14.154Z,173986447415400
"""Willy2 @ zUTu1IIkMQ"" shows a J♥.",2025-02-18T07:41:10.109Z,173986447010900
"-- ending hand #33 --",2025-02-18T07:41:07.492Z,173986446749202
"""danyo @ PzfvjptKMt"" collected 11.97 from pot",2025-02-18T07:41:07.492Z,173986446749201
"Uncalled bet of 4.00 returned to ""danyo @ PzfvjptKMt""",2025-02-18T07:41:07.492Z,173986446749200
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T07:41:06.677Z,173986446667700
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:40:54.405Z,173986445440500
"""danyo @ PzfvjptKMt"" bets 4.00",2025-02-18T07:40:53.220Z,173986445322000
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T07:40:48.939Z,173986444893900
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T07:40:44.408Z,173986444440800
"Flop:  [J♦, J♣, 9♠]",2025-02-18T07:40:42.342Z,173986444234200
"""Cal @ 3HPoJiXasc"" calls 3.99",2025-02-18T07:40:41.524Z,173986444152400
"""danyo @ PzfvjptKMt"" calls 3.99",2025-02-18T07:40:39.686Z,173986443968600
"""Rock @ 8Pd-BqyAXj"" raises to 3.99",2025-02-18T07:40:36.448Z,173986443644800
"""Cal @ 3HPoJiXasc"" calls 1.50",2025-02-18T07:40:30.681Z,173986443068100
"""danyo @ PzfvjptKMt"" raises to 1.50",2025-02-18T07:40:29.275Z,173986442927500
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:40:25.149Z,173986442514900
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T07:40:21.773Z,173986442177300
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T07:40:20.859Z,173986442085900
"""Que @ GRZ2bZkObS"" folds",2025-02-18T07:40:19.813Z,173986441981300
"""Rock @ 8Pd-BqyAXj"" posts a big blind of 0.50",2025-02-18T07:40:17.337Z,173986441733712
"""Cal @ 3HPoJiXasc"" posts a small blind of 0.25",2025-02-18T07:40:17.337Z,173986441733711
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (102.50) | #2 ""Cal @ 3HPoJiXasc"" (316.37) | #3 ""Rock @ 8Pd-BqyAXj"" (450.69) | #4 ""Que @ GRZ2bZkObS"" (50.00) | #6 ""Willy2 @ zUTu1IIkMQ"" (100.00) | #7 ""Eddy @ yNLyma14Bn"" (302.16) | #9 ""jack @ Lo6f89i88q"" (270.03)",2025-02-18T07:40:17.337Z,173986441733703
"-- starting hand #33 (id: aqu3zqwabs6r)  (No Limit Texas Hold'em) (dealer: ""danyo @ PzfvjptKMt"") --",2025-02-18T07:40:17.337Z,173986441733702
"The player ""Que @ GRZ2bZkObS"" joined the game with a stack of 50.00.",2025-02-18T07:40:17.337Z,173986441733701
"The player ""Willy2 @ zUTu1IIkMQ"" joined the game with a stack of 100.00.",2025-02-18T07:40:17.337Z,173986441733700
"""Rock @ 8Pd-BqyAXj"" shows a 2♠, A♠.",2025-02-18T07:40:15.115Z,173986441511500
"""danyo @ PzfvjptKMt"" shows a 2♥.",2025-02-18T07:40:14.314Z,173986441431400
"-- ending hand #32 --",2025-02-18T07:40:13.009Z,173986441300902
"""Rock @ 8Pd-BqyAXj"" collected 66.18 from pot",2025-02-18T07:40:13.009Z,173986441300901
"Uncalled bet of 22.99 returned to ""Rock @ 8Pd-BqyAXj""",2025-02-18T07:40:13.009Z,173986441300900
"""jack @ Lo6f89i88q"" folds",2025-02-18T07:40:12.179Z,173986441217900
"""Rock @ 8Pd-BqyAXj"" bets 22.99",2025-02-18T07:40:06.342Z,173986440634200
"River: 5♠, 9♥, 6♦, 2♦ [10♠]",2025-02-18T07:39:54.765Z,173986439476500
"""jack @ Lo6f89i88q"" calls 14.99",2025-02-18T07:39:53.936Z,173986439393600
"""Rock @ 8Pd-BqyAXj"" bets 14.99",2025-02-18T07:39:46.881Z,173986438688100
"Turn: 5♠, 9♥, 6♦ [2♦]",2025-02-18T07:39:41.095Z,173986438109500
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T07:39:40.225Z,173986438022500
"""jack @ Lo6f89i88q"" calls 8.99",2025-02-18T07:39:37.671Z,173986437767100
"""Rock @ 8Pd-BqyAXj"" bets 8.99",2025-02-18T07:39:34.447Z,173986437444700
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T07:39:31.081Z,173986437108100
"Flop:  [5♠, 9♥, 6♦]",2025-02-18T07:39:22.874Z,173986436287400
"""Cal @ 3HPoJiXasc"" calls 5.99",2025-02-18T07:39:22.057Z,173986436205700
"""jack @ Lo6f89i88q"" calls 5.99",2025-02-18T07:39:20.435Z,173986436043500
"""Rock @ 8Pd-BqyAXj"" raises to 5.99",2025-02-18T07:39:17.723Z,173986435772300
"The admin approved the player ""Que @ GRZ2bZkObS"" participation with a stack of 50.00.",2025-02-18T07:39:13.208Z,173986435320800
"""Cal @ 3HPoJiXasc"" calls 1.00",2025-02-18T07:39:11.957Z,173986435195700
"The admin approved the player ""Willy2 @ zUTu1IIkMQ"" participation with a stack of 100.00.",2025-02-18T07:39:11.422Z,173986435142200
"""danyo @ PzfvjptKMt"" folds",2025-02-18T07:39:08.032Z,173986434803200
"The player ""Que @ GRZ2bZkObS"" requested a seat.",2025-02-18T07:39:07.667Z,173986434766700
"The player ""Willy2 @ zUTu1IIkMQ"" requested a seat.",2025-02-18T07:39:07.426Z,173986434742600
"""jack @ Lo6f89i88q"" calls 1.00",2025-02-18T07:39:04.863Z,173986434486300
